what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586517921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586520671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586522828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586532296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278586532312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586532718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586580484
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.TypeHierarchy",1278586584093
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1278586588140
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586588296
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1278586589437
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1278586589468
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1278586589531
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1278586589578
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1278586589625
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1278586589656
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1278586589671
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1278586589687
